Index,PortNames,DistinctLatLong,TooVague,Sea,IndigenousName,Unfindable,NotableFind,Notes,
2353,Lorbrulgrud,"47.565518,-149.259508",,,,,,,
2354,Tribnia,,,,,Y,,,
2355,Oxfordshire,"51.8206115,-1.3724039",,,,,,,
2356,Banbury,"52.062982,-1.3397969",,,,,,,
2358,Newgate-street,"51.5157004,-0.1004987",,,,,,,
2359,Belfaborac,,,,,Y,,Lilliput palace,
2360,Straits of Madagascar,"-16.784109,41.97571",,Y,,,,,
2361,Molucca Islands,"-1.9341209,126.6157012",Y,,,,,,
2362,Great Tartary,"45.785489,70.088086",Y,,,,,,
2363,London-bridge,"51.5079111,-0.0880066",,,,,,,
2364,Tartary,"45.785489,70.088086",Y,,,,,,
2365,Salisbury,"51.068792,-1.7943588",,,,,,,
2366,Niagara,"43.0836319,-79.0698401",,,,,,,
2367,Isle of Wight,"50.6951173,-1.2994156",,,,,,,
2368,Clumegnig,"28.38265,144.63371",,Y,,,,,
2369,Campechy,"19.8508459,-96.1205464",,Y,,,,,
2370,"Cape of Good Hope ,","-34.3567014,18.4723873",,,,,,,
2372,"SMOLLETT, RODERICK RANDOM",,,,,,,,
2374,Bridewell,"51.5129559,-0.1047184",,,,,Y,Interesting that the number 1 place in Roderick Random is a prison,
2375,Bocca Chica,"10.319304,-75.5815742",,,,,,,
2377,St. Lazar,"10.422639,-75.5394054",,,,,,,
2379,St. Helen 's,"-15.959905,-5.705554",,,,,,,
2380,Fort St. Joseph,"10.314356,-75.5789105",,,,,,,
2382,Hampstead,"51.560367,-0.1739926",,,,,,,
2383,Cape Tiberoon,"18.3190951,-74.4012219",,,,,,,
2386,Newgate,"51.515505,-0.1026135",,,,,,,
2387,Chelsea,"51.4876749,-0.1696717",,,,,,,
2389,Boulogne,"50.7303046,1.6039023",,,,,,,
2390,Picardy,"49.6004077,2.2559069",,,,,,,
2391,Dettingen,"50.0444791,9.0317219",,,,,,,
2392,Deal,"51.2223493,1.4020683",,,,,,,
2393,Charing Cross,"51.5089186,-0.1261497",,,,,,,
2395,Montague House,"51.5362655,-0.0818668",,,,,,,
2396,Canterbury,"51.2799816,1.0790976",,,,,,,
2397,Edinburgh,"55.9505126,-3.1980873",,,,,,,
2398,Island of Hispaniola,"18.775171,-72.5257392",,,,,,,
2399,Newcastle-upon-Tyne,"55.0023519,-1.7270541",,,,,,,
2401,St. Gile 's,"55.949529,-3.1910413",,,,,,,
2402,Bedlam,"51.517151,-0.0874265",,,,,,,
2403,Marshalsea,"51.5016303,-0.0917004",,,,,,,
2405,Tuberon Bay,"18.328557,-74.410347",,,,,,,
2406,Rome,"41.8913314,12.4777123",,,,,,,
2407,Isle of Vache,"18.0690479,-73.6392067",,,,,,,
2408,Port Morant,"17.8981764,-76.33878",,,,,,,
2409,Morant,"17.8981764,-76.33878",,,,,,,
2410,Tottenham Court,"51.5215719,-0.1351288",,,,,,,
2411,Curacoa,"12.2082644,-69.0734273",,,,,,,
2412,Luxembourg,"49.8149602,6.0975924",,,,,,,
2413,Geneva,"46.2050241,6.1418137",,,,,,,
2414,Namur,"50.4611094,4.8607986",,,,,,,
2415,Bond Street,"51.511241,-0.1437292",,,,,,,
2416,River of Plate,"-35.1342545,-57.8644631",,Y,,,,,
2417,Island of Alderney,"49.716377,-2.1997278",,,,,,,
2418,Normandy,"49.1205378,-0.1140265",,,,,,,
2419,Cape Tiberon,"18.3190951,-74.4012219",,,,,,,
2421,"ANSON, VOYAGE",,,,,,,,
2423,Madera,"31.5743348,-17.6848363",,,,,,,
2425,Staten-land,"-54.797183,-64.432994",,,,,,,
2430,Janson,"22.5142285,113.3946908",,,,,,Zhongshan?,
2432,Quicara,"7.270999,-81.800044",,,,,,,
2433,Santa Cruiz,"-27.42814,-48.476881",,,,,,,
2435,Sebaco,"7.555526,-81.134062",,,,,,,
2436,Typa,"22.150381,113.555169",,,,,,,
2438,bay of Sonsonnate,"13.595875,-89.882526",,Y,,,,,
2439,Buenavista,"16.0994532,-22.8243482",,,,,,Boa Vista,
2442,Island of Macao,"22.1618282,113.5350475",,,,,,,
2443,Island of Madera,"31.5743348,-17.6848363",,,,,,,
2444,Island of St. Catherine 's,"-27.582311,-48.488775",,,,,,,
2446,"SMOLLETT, COMPENDIUM V1",,,,,,,,
2448,Tlafcala,"19.4167788,-98.1720169",,,Y,,,,
2449,Cholula,"19.0759105,-98.3131935",,,Y,,,,
2451,Zempoalla,"19.4418112,-96.4080821",,,Y,,,,
2453,Paria,"10.537897,-62.341066",Y,,,,Y,"Columbus thinks it's an island but it's actually the S American mainland. Errors, corrections, what is this place even?",
2454,Xaragua,"18.436113,-72.216432",,,,,,,
2455,Vera Cruz,"19.1837895,-96.1385512",,,,,,,
2456,Gran Canaria,"27.9577145,-15.6055422",,,,,,,
2457,Veragua,"8.8666667,-80.9022102",,,,,,,
2459,Cozumel,"20.4199622,-86.9137435",,,Y,,,,
2460,Castile,"41.6550687,-4.5694142",,,,,,,
2461,Tabasco,"18.178638,-92.8871731",,,Y,,,,
2462,St. Salvador,"24.0529321,-74.4888553",,,,,,,
2463,Bohio,"18.775171,-72.5257392",,,Y,,,,
2465,Porto-bello,"9.5496304,-79.6579277",,,,,,,
2466,Quiloa,"-8.974585,39.5137117",,,Y,,,,
2469,Zofala,"-19.0598501,34.7227954",,,Y,,,,
2470,Quiabiflan,,,,,Y,,,
2472,Tiafcala,"19.4167788,-98.1720169",,,Y,,,,
2473,Palos,"37.2282227,-6.8993189",,,,,,,
2475,Cebao,"19.4499994,-70.6043989",,,Y,,,,
2478,Barcelona,"41.3947687,2.1464059",,,,,,,
2479,Canary,"27.9577145,-15.6055422",,,,,,,
2480,Bethlem,,,,,Y,,,
2481,Pandarene,,,,,Y,,,
2482,Cambaya,"22.3210163,72.6227496",,,,,,,
2483,Cananor,"11.8666442,75.3676527",,,,,,Kannur,
2485,Xacazingo,,,,Y,Y,,,
2487,Tezeuco,"19.5089281,-98.8906423",,,Y,,,,
2488,Chaleo,,,,Y,,,,
2489,Sevil,"37.3885967,-5.9853569",,,,,,,
2491,Samana,"19.254976,-69.432053",,,,,,,
2492,Guadaloupe,"16.1494457,-61.6779209",,,,,,,
2493,Gomara,"28.103179,-17.235257",,,,,,,
2494,Marigalante,,,,,Y,,,
2495,Cibao,"19.4499994,-70.6043989",,,Y,,,,
2496,Cape Cruz,"19.8499994,-77.7344491",,,,,,,
2497,Cape St. Michael,,,,,Y,,,
2498,Roldan,"37.7973009,-1.0113618",,,,,,,
2500,Quibio,"7.9073859,-81.7810271",,,,,,,
2501,Grand Cairo,"30.0454426,31.2357617",,,,,,,
2502,Mecca,"21.4225728,39.8260842",,,,,,,
2503,Guanicanico,,,,,Y,,,
2504,Cape St. Antonio,,,,,Y,,,
2505,Villa-rica de la Vera Cruz,"19.1837895,-96.1385512",,,,,,,
2506,Magifcatzen,,,,,Y,,,
2507,Xicotencal,"22.9971648,-98.9462262",,,,,,,
2508,Guajozingo,"19.1601671,-98.4088857",,,Y,,,,
2509,Iztacpalapa,"19.3428424,-99.0590121",,,Y,,,,
2511,"SMOLLETT, COMPENDIUM V2",,,,,,,,
2513,Cuzco,"-13.5300169,-71.9437128",,,Y,,,,
2514,Narvaez,NAME,,,,,,,
2515,Atabaliba,NAME,,,,,,,
2516,Chalco,"19.265037,-98.9018443",,,,,,,
2517,Iztapalapa,"19.3428424,-99.0590121",,,Y,,,,
2518,Tepeaca,"18.9703994,-97.9071011",,,Y,,,,
2519,Caxamalca,"-7.1606356,-78.506434",,,Y,,,,
2520,Qualpopoca,NAME,,,,,,,
2521,Tacuba,"19.4566969,-99.189131",,,,,,,
2522,Juan de Efcalante,NAME,,,,,,,
2523,Donna Marina,NAME,,,,,,,
2524,Sandoval,NAME,,,,,,,
2525,Pedro,NAME,,,,,,,
2526,Otumba,"19.6996776,-98.7575564",,,,,,,
2527,Alvarado,NAME,,,,,,,
2528,Suchimilco,"19.2364834,-99.0896481",,,Y,,,,
2529,Tumbez,"-3.5667482,-80.4364015",,,,,,,
2530,Garcia,NAME,,,,,,,
2531,Gonzalo,NAME,,,,,,,
2532,Guevara,NAME,,,,,,,
2533,Diego,NAME,,,,,,,
2536,Guacachula,"18.7706778,-98.5462495",,,Y,,,,
2537,Segura,"18.9703994,-97.9071011",,,,,,,
2538,Cuyocan,"19.3281992,-99.1546892",,,Y,,,,
2539,Guayanacapa,NAME,,,,,,,
2540,Potofi,"-19.571134,-65.7597295",,,,,,,Fictional
2541,Ucita,NAME,,,,,,,
2542,Tlatelulco,"19.452851,-99.1424863",,,Y,,,,
2544,Montezuma,NAME,,,,,,,
2545,American,DEMONYM,,,,,,,
2546,Chinantla,"18.2063287,-98.2637057",,,Y,,,,
2547,Pedro de Alvarado,NAME,,,,,,,
2548,Pamphilo,NAME,,,,,,,
2549,Gonzalo de Sandoval,NAME,,,,,,,
2550,Salvatierra,NAME,,,,,,,
2551,Panuco,"22.0455297,-98.1972655",,,,,,,
2552,Tapia,NAME,,,,,,,
2553,Pedro de Barba,NAME,,,,,,,
2554,Barba,NAME,,,,,,,
2555,Tapcaquilla,,,,Y,Y,,,
2556,Juan Portico,NAME,,,,,,,
2557,Guatimozin,NAME,,,,,,,
2558,Gorgonaaaa,"2.9683332,-78.1932206",,,,,,,
2559,Candia,NAME,,,,,,,
2560,Guatemala,"15.7199731,-91.358722",,,,,,,
2561,Vaca de Castro,NAME,,,,,,,
2562,Arequipa,"-16.4040516,-71.5434319",,,,,,,
2563,Gafca,NAME,,,,,,,
2564,Centeno,NAME,,,,,,,
2566,Mucozo,NAME,,,,,,,
2568,"SMOLLETT, COMPENDIUM V3",amazing website for de soto: http://floridahistory.com/indian-place-names.html,,,,,,,
2570,Denmark,"56.0244309,10.4597659",Y,,,,,,
2571,Guacachoia,,,,Y,Y,,,
2572,Meffana,"9.937894,124.215193",,,,,,,
2573,Iceland,"64.7964509,-19.8162924",,,,,,,
2574,Anilco,"34.0038694,-91.2547664",,,Y,,,,
2575,Brampore,,,,,Y,,,
2576,Old Greenland,"69.9129743,-41.6654757",Y,,,,,,
2577,New Greenland,"69.9129743,-41.6654757",Y,,,,,,
2578,Cofachiqui,"34.2565918,-80.6020181",,,Y,,,,
2579,Soto,NAME,,,,,,,
2580,Essex,"51.7963752,0.567667",,,,,,,
2581,Spitzbergen,"78.4820053,16.6214439",,,,,,,
2582,Cafquin,NAME,,,,,,,
2583,Tulla,"34.413237,-94.476964",,,Y,,,,
2584,Molucca,"-1.9341209,126.6157012",,,,,,,
2586,Rio Francisco,,,,,Y,,,
2587,Cape Blancoo,"-3.5293477,-80.5074387",,,,,,,
2589,Cornwall,"50.4228544,-4.9175665",,,,,,,
2590,Manoa,"-3.0229053,-60.0047063",,,,,,,
2591,Socotora,"12.4728656,53.824717",,,,,,,
2593,Ardfmere,,,,,Y,,,
2594,Candabar,,,,,Y,,,
2595,Agra,"27.1773023,78.0029279",,,,,,,
2596,Mandoa,"22.3347804,75.4013584",,,,,,,
2597,Cape Farewel,"59.7791659,-43.9204429",,,,,Y,Not to be confused with Cook's in New Zealand! Names are ambiguous,
2598,Toalli,"31.7728212,-84.4468791",,,Y,,,,
2599,Achefe,"32.5934465,-83.6665183",,,Y,,,,
2600,Acute,,,,,Y,,,
2601,Ochus,,,,,Y,,,
2602,Cofachi,"34.2565918,-80.6020181",,,Y,,,,
2603,Canafaqua,"35.4717731,-82.8928858",,,Y,,,,
2604,Coza,"34.4801417,-85.3537703",,,Y,,,,
2605,Tafcalufa,"32.4311462,-86.6607725",,,,,,,
2606,Capaha,NAME,,,,,,,
2607,Caligula,NAME,,,,,,,
2608,Mofcofo,NAME,,,,,,,
2609,Maria,NAME,,,,,,,
2610,Caleghan,"10.83211,124.870258",,,,Y,,,
2611,Zubut,"10.3542519,123.7463537",,,,,,,
2613,Chipping,"8.941676,117.761142",,,,,Y,Garbage names in Asia; American names are easier to trace,
2614,Tidore,"0.686456,127.411041",,,,,,,
2615,St. Lucar,"36.7729139,-6.3578561",,,,,,,
2616,Port Plenty,,,,,Y,,,
2618,Sierra Leona,"8.4206896,-12.9614388",,,,,,,
2620,Caracca,"10.4683841,-66.9605774",,,,,,,
2621,Rannoak,"35.8895356,-75.6631242",,,,,,,
2625,Putijma,NAME,,,,,,,
2628,Red-sea,"20.246087,38.502309",Y,Y,,,,,
2631,Lapland,"67.8234639,25.5327185",,,,,,,
2632,Cafachigui,"34.2565918,-80.6020181",,,Y,,,,
2633,Cefachigui,"34.2565918,-80.6020181",,,Y,,,,
2634,Ccfachiqui,"34.2565918,-80.6020181",,,Y,,,,
2635,Hudson 's Straits,"61.7988464,-70.4889552",,Y,,,,,
2636,Hudson 's - Streights,"61.7988464,-70.4889552",,Y,,,,,
2637,"Hudson 's Streights ,","61.7988464,-70.4889552",,Y,,,,,
2638,Hudson 's Streights,"61.7988464,-70.4889552",,Y,,,,,
2640,"SMOLLETT, COMPENDIUM V4",,,,,,,,
2642,Parayba,"-7.076132,-34.880907",,Y,,,,,
2643,Ormus,"27.090459,56.4489126",,,,,,,
2644,Tamarika,"-7.754075,-34.8550353",,,,,,,
2645,Moribeka,"-8.107427,-35.099476",,,,,,Uncertain,
2646,Siara,"-4.2774319,-39.4528578",,,,,,,
2647,Pojuka,"-8.447481,-35.007818",,,,,,,
2648,Hamarika,,,,,Y,Y,These compendia can't help you find the places,
2649,Coulang,"8.8965561,76.5945578",,,,,,,
2650,Goyana,"3.982689,-56.2902099",Y,,,,,,
2651,Cape St. Austin,"-8.3036911,-35.0527658",,,,,,,
2652,Rio St. Francisco,"-10.427071,-36.434406",,Y,,,,,
2653,Porka,"10.346106,76.12417",,,,,,,
2654,St. Vincent,"-23.9584533,-46.3960617",,,,,,,
2655,Amboina,"-3.6422775,127.9968693",,,,,,,
2656,Madure,"9.917835,78.0877184",,,,,,,
2658,St. Maurice,,,,,Y,,,
2660,Porto Calvo,"-9.0532608,-35.3987375",,,,,,,
2662,Gameron,"27.090459,56.4489126",,,,,,,
2663,Bell-sound,,,,,Y,,,
2664,Island of Resolution,"61.5314294,-65.0574149",,,,,,,
2665,Fernando,NAME,,,,,,,
2666,Parnambuko,"-8.5807819,-37.5365046",,,,,,,
2667,Kunhao,,,,,Y,,,
2668,Dutch Brasil,"3.982689,-56.2902099",Y,,,,,,
2669,Kunha,,,,,Y,,,
2670,Vieira,NAME,,,,,,,
2672,Macalfar,"-5.1278139,119.419019",,,,,,,
2673,Bell Sound,,,Y,,Y,,,
2674,Spitz-bergen,"78.4820053,16.6214439",,,,,,,
2675,Hecla,"63.99226,-19.6833457",,,,,,,
2678,Cape Desolation,"60.7336682,-48.1827754",,,,,,,
2679,Digress Island,"64.492684,-84.248779",,,,,,,
2680,Hudfon 's Bay,"60.1770826,-94.6752644",,Y,,,,,
2681,Brandon Hill,,,,,Y,,,
2682,Sergippe del Rey,NAME,,,,,,,
2683,Olinda,"-8.0006728,-34.8681081",,,,,,,
2684,Pernambuko,"-8.5807819,-37.5365046",,,,,,,
2687,Potigi,,,,,Y,,,
2689,Po-jura,"-8.447481,-35.007818",,,,,,,
2691,"SMOLLETT, COMPENDIUM V5",,,,,,,lapland and north coast is impossible,
2693,Columbo,"6.9218374,79.8517418",,,,,,,
2694,Candy,"7.2949706,80.6301158",,,,,,,
2695,Jafnapatnam,"9.709661,80.072769",Y,,,,,,
2696,Raja Singaaaa,NAME,,,,,,,
2697,Boca-Chica,"10.319304,-75.5815742",,,,,,,
2698,Donna Catharina,NAME,,,,,,,
2699,Zembla,"73.7138724,56.9096467",,,,,,,
2700,Barradera,"10.313649,-75.579765",,,,,,a battery opposite Boca Chica,
2703,Rouxella,"68.370347,13.440518",,,,Y,,,
2704,Pezora,"68.337927,54.298678",Y,,,Y,,,
2705,Porca,"9.737449,76.286543",,,,,,,
2706,Negapatnam,"10.7806761,79.83167",,,,,,,
2707,Paliacatta,"13.4200105,80.315541",,,,,,,
2708,African,DEMONYM,,,,,,,
2709,mount Hecla,"63.99226,-19.6833457",,,,,,,
2710,Lacenta,NAME,,,,,,,
2711,Boca Chica,"10.319304,-75.5815742",,,,,,,
2712,Calecut,"11.2530907,75.7768658",,,,,,,
2713,Candea,"7.2949706,80.6301158",,,,,,,
2716,Kola,"67.334264,37.0159783",,,,,,,
2717,Borandia,"70.539919,33.604113",,,,Y,,,
2718,Rufia,"58.278672,56.213593",Y,,,,,,
2719,Caret Bay,"18.3718913,-64.9858193",,Y,,,,,
2720,Juan Fernando,"-33.6613881,-78.9280729",,,,,,,
2721,San Lazaroo,"10.422639,-75.5394054",,,,,,,
2722,Brachia,"21.7275991,72.9862058",,,,,,,
2724,Pegu,"17.3239138,96.4626533",,,,,,,
2725,Kabul,"34.5536266,69.1623618",,,,,,,
2727,Tutecoryn,"8.7766122,78.1284216",,,,,,,
2728,Orixa,"19.420132,85.113075",Y,,,,,,
2729,Byfilaga,,,,,Y,,,
2730,Bohemia,"49.7396647,13.8574874",,,,,,,
2731,Cathay,"35.064699,106.483728",Y,,,,,,
2732,Ourature,"9.6971914,79.8542333",,,,,,,
2734,Botecalo,"7.735126,81.677845",,,,,,,
2735,Padua,"45.4068901,11.8776624",,,,,,,
2737,Drontheim,"63.4299315,10.4049439",,,,,,,
2740,Papinowgorod,,,,,Y,,,
2741,Kirkebar,"63.7934274,-18.0448839",,,,,,,
2743,Constantinople,"41.016121,28.971337",,,,,,,
2745,Poland,"51.9323482,18.8479003",Y,,,,,,
2746,Bologna,"44.4991128,11.3272219",,,,,,,
2748,Point Arachne,"8.106345,-78.410524",,,,,,,
2749,Sambo,"8.083145,-78.296454",,Y,,,,,
2750,Realeja,"12.5441852,-87.1696473",,Y,,,,,
2751,Pica,,,,,Y,,,
2752,Copayapo,"-18.152372,-70.664057",Y,,,,,,
2754,Tierra Bomba,"10.35393,-75.577215",,,,,,,
2756,Carthagenene,"10.4001968,-75.5436307",,,,,,,
2757,Bocachica,"10.319304,-75.5815742",,,,,,,
2758,Chicago,,,,,Y,Y,why you don't use Google API,
2760,"SMOLLETT, COMPENDIUM V6",,,,,,,,
2762,Smyrna,"38.4215588,27.1464009",,,,,,,
2763,Ifpahan,"32.650915,51.624189",,,,,,,
2764,Egypt,"26.834687,29.7357313",Y,,,,,,
2765,Natolia,"39.305601,34.204965",Y,,,,,,
2766,Bander Congo,"27.83061,52.064579",,,,,Y,Attaching to small places,
2767,Cairo,"30.0454426,31.2357617",,,,,,,
2768,Galata,"41.0258767,28.973083",,,,,,,
2769,Messina,"38.1780966,15.5496068",,,,,,,
2770,Bursa,"40.187848,29.057882",,,,,,,
2771,Tauris,"38.076231,46.287921",,,,,,,
2772,Rama,"31.8492512,35.2323732",,,,,,,
2773,Piara,"-5.1813741,-80.65861",,,,,,,
2774,Pachea,"8.666816,-79.056306",,,,,,,
2775,Bichier,,,,,Y,,,
2776,Damietta,"31.41657,31.809458",,,,,,,
2778,Jaffa,"32.0491284,34.758266",,,,,,,
2780,Romelia,"40.220178,26.393672",Y,,,,,,
2781,Trabezond,"41.0024749,39.7237065",,,,,,,
2782,Zulfa,"38.9590826,45.6161453",,,,,,,
2783,Bazaim,"19.3791404,72.8039713",,,,,Y,Vasai,
2786,Callacan,"24.52669,-107.715415",,Y,,,,,
2787,Calabria,"39.1491658,16.5251617",,,,,,,
2788,Bulac,"30.0610936,31.2287303",,,,,,,
2789,Armenia,"40.5573655,44.5342882",Y,,,,,,
2790,St. Helen,"-15.959905,-5.705554",,,,,,,
2791,Adrianople,"40.9368864,24.4053405",,,,,,,
2792,Baba,,,,,,,,
2793,Tenedos,"39.8244191,26.0158503",,,,,,,
2794,Gallipoli,"40.4122546,26.6677651",,,,,,,
2795,St. Sophia,"41.0083806,28.9798773",,,,,,,
2796,Black Sea,"43.4321108,34.305125",,Y,,,,,
2797,Bithynia,"40.991438,30.172072",Y,,,,Y,classical reference,
2798,Erzerum,"39.9057059,41.263044",,,,,,,
2799,Sava,"35.0245712,50.354633",,,,,,,
2800,Mahomet,NAME,,,,,,,
2801,Sanderu,"32.425688,51.5659798",,Y,,,,,
2802,Damam,"26.3941464,50.0418355",,,,,,,
2805,La Plata,"-1.3013602,-81.1936124",,,,,,,
2806,Callafufung,"-4.774851,123.177129",,,,,,,
2809,Catania,"37.4906904,15.0729673",,,,,,,
2811,St. Elms,"35.900995,14.5186808",,,,,,,
2812,Syria,"35.0205988,38.2989675",Y,,,,,,
2813,Ethco,,,,,Y,,,
2814,Rofeto,"31.4010125,30.4161409",,,,,,,
2815,Rosetta,"31.4010125,30.4161409",,,,,,,
2816,New Cairo,"30.044398,31.234582",,,,,,,
2818,Old Cairo,"30.0097488,31.230996",,,,,,,
2823,Mount Olivet,"31.7779184,35.2456587",,,,,,,
2824,Bethlem,"31.7053813,35.2018738",,,,,Y,"worth mentioning re Wilkins--in this corpus, Biblical names are even more vexed, especially Bethlehem (Bible stories, Bedlam, the actual city is visited)",
2825,Mount Calvary,"31.7784813,35.2294607",,,,,,,
2828,Mytilene,"39.1002643,26.5546035",,,,,,,
2829,Bulgaria,"42.7198837,25.2600058",Y,,,,,,
2831,Sufegreli,,,,,Y,Y,"""a referable [miserable] place, confiding of a few thatched houses, near a great river, though adorned with two lately caravanferas.""",
2832,Cappadocia,"38.3715426,34.9938317",Y,,,,,,
2833,Balaxor,"38.2028122,39.670698",,,,,,,
2834,Erivan,"40.1574528,44.491741",,,,,,,
2835,Nakcivan,"39.2038019,45.406880",,,,,,,
2836,Guilan,"37.4240342,49.4520396",,,,,,,
2838,Ormuz,"27.090459,56.4489126",,,,,,,
2839,bay of Surat,"20.759069,72.319364",,Y,,,,,
2841,"SMOLLETT, COMPENDIUM V7",,,,,,,,
2843,Nanking,"32.0989592,118.7195244",,,,,,,
2844,Paraguay,"-27.22134,-58.600971",,Y,,,,,
2845,Brazilee,"-11.408845,-51.624752",Y,,,,,,
2846,Chaul,"18.5674248,72.9390186",,,,,,,
2847,Pondaaaaaaaa,"15.3993982,74.0063523",,,,,,,
2848,Seville,"37.3885967,-5.9853569",,,,,,,
2849,Parma,"44.801955,10.3211623",,,,,,,
2850,Brazileeee,"-11.408845,-51.624752",Y,,,,,,
2852,Savagi,NAME,,,,,,,
2853,Galgala,"16.4726847,77.1445959",,,,,Y,Googal? On Kistnah river,
2854,Pondaa,"15.3993982,74.0063523",,,,,,,
2855,Dara,NAME,,,,,,,
2857,Ticao,"12.5445378,123.6708558",,,,,,,
2858,Pachuca,"19.9277345,-98.8927942",,,,,,,
2859,Genoa,"44.402331,8.934299",,,,,,,
2860,Cusco,"-13.5300169,-71.9437128",,,,,,,
2861,Point Arena,"-0.2516112,-78.5437843",,,,,,,
2862,Gorgonaaaaaa,"2.9683332,-78.1932206",,,,,,,
2863,Malaga,"2.2373785,102.2163985",,,,,,,
2864,Gorgonaa,"2.9683332,-78.1932206",,,,,,,
2865,Cape Spirituu Santo,"12.5331988,125.1867843",,,,,,,
2867,peninsula of Salfette,"15.389411,73.843826",,,,,,,
2869,peninsula of Bardes,"15.528721,73.78125",,,,,,,
2871,Delhi,"28.686309,77.1332279",,,,,,,
2874,Cuyo,"12.753299,122.170461",,,,,,,
2875,Tlafcula,"19.4167788,-98.1720169",,,Y,,,,
2876,Cordova,"-31.3994341,-64.1988948",,,,,,,
2877,Pampelona,"42.8157647,-1.6675741",,,,,,,
2878,Marseilles,"43.2803691,5.3715685",,,,,,,
2879,St. Jean de Pied de Port,"43.1641449,-1.2335514",,,,,,,
2880,Savona,"44.3075112,8.4784863",,,,,,,
2881,Forteventura,"28.4086138,-14.025809",,,,,,,
2882,River of Amazons,"0.069103,-50.70284",Y,,,,,,
2883,New Grenada,"4.543436,-72.849264",Y,,,,,,
2884,Rio Negro,"-2.262855,-61.053915",,Y,,,,,
2885,Juan Fernan,"-33.6613881,-78.9280729",,,,,,,
2887,Cordillera,"-21.3989565,-68.6947364",Y,,,,,,
2888,Nostra Senora del Secoro,"-44.8447213,-75.1428182",,,,,,,
2889,Brazileeeeee,"-11.408845,-51.624752",Y,,,,,,
2890,Wager Island,"-47.7103853,-75.0017935",,,,,,,
2892,"GREEN, GENERAL COLLECTION V1",,,,,,,,
2894,Mokha,"13.3118907,43.2389044",,,,,,,
2895,St. Sago,"14.9321133,-24.4002372",,,,,,Fogo in Cape Verde?,
2896,Kalekut,"11.2530907,75.7768658",,,,,,,
2897,Kambaya,"22.544916,71.37186",Y,,,,Y,Gujarat?,
2898,Malakka,"2.2373785,102.2163985",,,,,,,
2899,Suez,"29.9675043,32.5473288",,,,,,,
2900,Kochin,"9.9823426,76.1605065",,,,,,,
2901,St. Nicholas,"27.99765,-15.80547",,,,,,,
2902,Earl Indies,"3.197879,118.823748",Y,,,,,,
2903,Sonora,"12.5070558,53.6389797",,,,,,Socotra?,
2904,Firando,"33.304892,129.4600657",,,,,,,
2905,Melinda,"-3.213442,40.11232",,,,,,Malindi,
2906,Mekka,"21.4225728,39.8260842",,,,,,,
2907,Kananor,"11.8666442,75.3676527",,,,,,Kannur,
2908,Nangafaki,"32.7473906,129.8722495",,,,,,,
2911,Senega,"16.0199527,-16.4934045",,,,,,,
2912,Gambra,"13.4168572,-15.9307064",,Y,,,,,
2913,Zenana,"15.3830335,44.2023522",,,,,,Sanaa,
2914,Castro,NAME,,,,,,,
2915,St. Laurence,"-19.291226,46.731243",Y,,,,,Madagascar,
2916,Patane,"1.179496,102.338693",,,,Y,Y,somewhere in island SEAsia; Green just refers to it without ever giving coordinates. Pedang Island?,
2917,Puloway,"-4.569356,129.973814",,,,,,Near Banda Islands?,
2918,Canaria,"27.9577145,-15.6055422",,,,,,,
2919,Gomera,"28.1188822,-17.2326197",,,,,,,
2920,Cunna,NAME,,,,,,,
2922,Verde Islands,"16.0202004,-25.1125681",,,,,,,
2923,Priamanan,,,,,Y,,,
2924,St. Anthony,"17.0552531,-25.1710507",,,,,,Sao Antao in Cape Verde,
2925,Palma,"28.7075842,-17.8755819",,,,,,,
2926,Cumberland,NAME,,,,,,,
2927,Mozambik,"-18.5834324,34.6630882",Y,,,,,,
2928,Prayaa,"14.9364449,-23.5417491",,,,,,Praia,
2929,Achenn,"5.5611009,95.2935972",,,,,,,
2930,Norwich,"52.6357234,1.2956683",,,,,,,
2931,Pemba,"-5.1890791,39.7370512",,,,,,,
2933,Cape Guardafui,"11.8338885,51.286098",,,,,,,
2936,Shamma,"15.245249,-14.7925",,,,Y,,Somewhere in western Africa,
2937,Jakkatra,"-6.2297419,106.7593064",,,,,,Batavia / Jakarta,
2938,Puerto Santo,"33.0844432,-16.3309982",,,,,,,
2939,Mina,"4.9999998,2.0912238",,,,,,,
2944,Surunga,"34.9440787,138.3768954",,,,,,Suraga in Japan? Near Edo,
2946,Dabul,"17.5847508,73.1717657",,,,,,Dabhol,
2947,Mafua,,,,,Y,,,
2948,Porto Prayaa,"14.9364449,-23.5417491",,,,,,,
2949,Bay of Savanna,"-11.078301,13.474556",,Y,,Y,,somewhere in west Africa south of the equator,
2950,Zeyla,"11.35278,43.473619",,,,,,,
2951,Makau,"22.1618282,113.5350475",,,,,,Macao,
2952,Grand Canaria,"27.9577145,-15.6055422",,,,,,,
2954,Graciofa,"39.0537544,-28.0087001",,,,,,Graciosa (Azores),
2955,Edoo,"35.6825251,139.7494439",,,,,,Tokyo,
2956,Cape d e Verde Islands,"16.0202004,-25.1125681",,,,,,,
2957,Sousa,NAME,,,,,,,
2959,Koulan,"11.8666442,75.3676527",,,,,,Always mentioned with Kannur,
2960,Dallaka,"16.424921,42.141093",,,,Y,,Somewhere in Red Sea?,
2962,Machian,"0.3247907,127.3932255",,,,,,,
2963,Sanaa,"15.3830335,44.2023522",,,,,,,
2964,Boa Vijla,"16.0994532,-22.8243482",,,,,,Boa Vista,
